order_date,sales_amount,profit,quantity,product_category,city,channel
2025-12-07,1241.04,93.36,15,Furniture,New York,Online
2025-10-15,943.88,-48.61,10,Office Supplies,New York,Online
2025-03-31,938.44,205.59,10,Office Supplies,Portland,Online
2025-02-24,1798.82,230.48,1,Furniture,Seattle,Retail
2025-08-05,513.09,122.11,1,Software,New York,Retail
2025-01-24,672.88,98.42,5,Office Supplies,Seattle,Retail
2025-02-10,684.22,185.85,7,Furniture,Denver,Online
2025-04-12,1792.79,351.69,8,Furniture,Boston,Direct
2025-01-19,467.71,54.02,11,Furniture,Austin,Direct
2025-06-24,437.11,113.88,11,Electronics,Chicago,Direct
2025-07-05,2186.35,307.24,17,Furniture,Portland,Retail
2025-06-04,1058.09,258.3,8,Electronics,Seattle,Retail
2025-08-24,1267.26,328.16,18,Office Supplies,Chicago,Retail
2025-01-09,831.32,288.87,8,Software,Portland,Retail
2025-08-01,1653.48,504.52,13,Electronics,New York,Retail
2025-09-01,1330.45,445.23,10,Software,Boston,Retail
2025-02-01,1543.73,196.69,29,Furniture,Portland,Wholesale
2025-04-07,1419.89,333.09,9,Electronics,Seattle,Direct
2025-12-18,1081.57,294.05,12,Office Supplies,New York,Direct
2025-02-18,2152.78,761.21,6,Software,Seattle,Online
2025-04-01,2767.26,1074.11,3,Electronics,Chicago,Direct
2025-02-02,313.37,102.96,17,Electronics,Chicago,Retail
2025-05-26,607.62,243.31,11,Office Supplies,Chicago,Direct
2025-08-29,1817.79,479.64,19,Software,Austin,Retail
2025-12-10,2037.08,188.25,2,Furniture,Chicago,Online
2025-04-19,1487.28,489.99,1,Software,San Francisco,Direct
2025-04-14,922.93,137.38,34,Furniture,Denver,Wholesale
2025-04-29,1173.36,141.36,20,Office Supplies,Austin,Wholesale
2025-02-03,2243.1,742.03,18,Software,Seattle,Retail
2025-09-01,1471.94,268.39,1,Furniture,Seattle,Direct
2025-07-05,323.57,10.3,17,Office Supplies,San Francisco,Retail
2025-10-19,338.87,20.45,6,Furniture,New York,Direct
2025-12-30,1367.28,229.75,7,Furniture,Seattle,Online
2025-07-30,1960.61,210.99,15,Office Supplies,Portland,Wholesale
2025-09-22,2114.74,818.73,16,Electronics,Portland,Retail
2025-08-03,273.88,83.67,3,Software,Boston,Direct
2025-07-09,3159.47,1077.06,12,Software,Boston,Direct
2025-06-23,1419.41,387.44,13,Electronics,Austin,Online
2025-08-19,558.23,214.68,3,Electronics,San Francisco,Online
2025-10-07,1881.25,230.99,2,Electronics,Denver,Direct
2025-11-29,105.42,50.73,8,Electronics,Portland,Direct
2025-01-29,309.42,92.69,9,Software,San Francisco,Retail
2025-02-09,883.53,266.49,7,Electronics,Chicago,Retail
2025-03-14,1949.02,243.61,25,Electronics,Boston,Wholesale
2025-01-21,288.24,49.41,22,Furniture,New York,Wholesale
2025-09-19,1646.36,539.45,5,Software,New York,Online
2025-05-04,1644.27,319.43,35,Software,New York,Wholesale
2025-01-21,1280.16,147.87,7,Furniture,San Francisco,Direct
2025-01-29,573.55,104.09,11,Office Supplies,Austin,Retail
2025-01-19,612.48,115.62,16,Office Supplies,Portland,Retail
2025-03-30,1545.84,200.68,15,Office Supplies,New York,Retail
2025-04-19,929.7,237.16,1,Software,Seattle,Direct
2025-10-09,632.62,51.35,19,Furniture,Austin,Wholesale
2025-10-10,835.01,-21.9,1,Software,San Francisco,Online
2025-08-28,1220.68,137.52,37,Office Supplies,Chicago,Wholesale
2025-03-02,684.13,109.29,14,Office Supplies,New York,Retail
2025-02-18,1337.3,226.74,31,Software,Boston,Wholesale
2025-08-25,2436.22,404.34,18,Furniture,San Francisco,Retail
2025-05-25,1108.19,227.51,9,Furniture,San Francisco,Online
2025-05-16,1853.35,572.57,13,Software,New York,Online
2025-10-02,1106.87,39.27,4,Software,Chicago,Online
2025-12-05,1230.6,240.67,4,Office Supplies,New York,Direct
2025-03-19,1004.78,241.64,21,Electronics,Denver,Retail
2025-03-30,259.68,50.14,8,Electronics,New York,Wholesale
2025-10-27,172.88,2.05,3,Software,Chicago,Online
2025-05-08,2118.1,261.09,17,Office Supplies,New York,Wholesale
2025-11-11,862.64,159.32,6,Software,Boston,Direct
2025-03-11,2411.3,644.85,2,Software,San Francisco,Retail
2025-02-02,1138.61,112.64,12,Software,San Francisco,Wholesale
2025-06-22,322.31,83.42,20,Electronics,Denver,Retail
2025-09-06,1525.02,267.99,7,Furniture,New York,Retail
2025-02-15,490.99,61.07,13,Office Supplies,Boston,Wholesale
2025-07-03,2365.32,343.94,8,Office Supplies,New York,Online
2025-07-12,3278.32,902.67,11,Office Supplies,New York,Direct
2025-11-17,1296.0,220.34,3,Furniture,Chicago,Online
2025-01-28,1715.09,141.76,16,Furniture,Denver,Wholesale
2025-12-26,1681.52,285.56,8,Software,Boston,Online
2025-12-13,1418.08,273.4,11,Furniture,Portland,Online
2025-08-24,396.69,108.44,9,Electronics,San Francisco,Retail
2025-07-06,2503.11,860.2,6,Software,Denver,Online
2025-10-05,702.88,5.44,9,Software,Chicago,Direct
2025-03-29,828.12,225.21,5,Electronics,Boston,Direct
2025-08-27,1403.61,536.15,13,Electronics,Denver,Online
2025-06-09,646.38,96.63,14,Furniture,Austin,Retail
2025-06-11,1527.25,395.02,3,Electronics,Seattle,Retail
2025-07-26,1837.54,506.16,6,Electronics,Portland,Retail
2025-03-30,1772.93,311.37,18,Furniture,Portland,Retail
2025-10-30,624.09,20.98,17,Electronics,Portland,Wholesale
2025-03-01,1061.3,356.07,8,Software,New York,Direct
2025-10-28,713.73,34.1,35,Software,San Francisco,Wholesale
2025-12-06,1668.28,455.0,2,Electronics,Austin,Direct
2025-11-01,1553.26,415.9,4,Software,Chicago,Online
2025-09-08,627.95,260.7,1,Software,Seattle,Direct
2025-09-02,1821.53,338.75,14,Software,Chicago,Wholesale
2025-08-22,570.46,105.71,11,Furniture,Chicago,Direct
2025-10-12,1070.96,-9.63,37,Office Supplies,Boston,Wholesale
2025-06-09,415.59,61.22,10,Office Supplies,San Francisco,Online
2025-01-22,1495.45,435.36,2,Software,Boston,Online
2025-06-25,319.81,54.56,4,Office Supplies,Portland,Online
2025-08-02,1492.52,181.68,25,Electronics,Boston,Wholesale
2025-09-18,1866.41,381.9,15,Electronics,Seattle,Retail
2025-08-26,719.81,38.14,27,Office Supplies,Portland,Wholesale
2025-07-12,1758.83,556.35,5,Electronics,Chicago,Direct
2025-10-04,415.34,-32.16,39,Furniture,New York,Wholesale
2025-10-30,354.19,-5.04,2,Furniture,Denver,Online
2025-04-10,434.94,161.46,1,Software,Austin,Direct
2025-05-15,2116.44,245.2,29,Furniture,Boston,Wholesale
2025-03-23,742.28,148.23,1,Electronics,Boston,Online
2025-10-19,1600.16,-33.48,2,Software,Chicago,Wholesale
2025-06-16,1219.42,164.03,14,Electronics,Denver,Wholesale
2025-10-21,746.5,20.46,8,Software,Chicago,Retail
2025-05-05,2245.54,242.05,34,Office Supplies,Boston,Wholesale
2025-07-22,901.33,269.61,4,Office Supplies,San Francisco,Direct
2025-05-16,1780.84,389.84,10,Office Supplies,Denver,Retail
2025-02-24,1487.05,310.62,3,Office Supplies,San Francisco,Retail
2025-04-03,885.09,293.46,6,Software,San Francisco,Retail
2025-05-04,425.38,60.99,9,Software,New York,Online
2025-03-21,1981.39,221.52,34,Electronics,Seattle,Wholesale
2025-01-29,234.22,15.48,1,Office Supplies,Austin,Retail
2025-12-29,929.63,242.99,16,Office Supplies,Seattle,Retail
2025-11-20,1642.46,585.03,7,Electronics,Denver,Retail
2025-07-10,2717.84,554.54,7,Furniture,Denver,Direct
2025-06-14,220.99,96.86,6,Electronics,Austin,Online
2025-04-01,1812.91,394.69,5,Office Supplies,Portland,Retail
2025-06-06,1348.71,505.32,9,Software,New York,Direct
2025-07-06,684.76,47.39,40,Furniture,Austin,Wholesale
2025-12-22,387.32,68.6,3,Software,Portland,Retail
2025-11-23,2914.38,921.23,10,Electronics,Denver,Online
2025-07-16,2365.23,384.42,7,Software,Chicago,Retail
2025-01-28,1088.56,152.83,22,Electronics,Denver,Wholesale
2025-12-23,542.82,142.14,1,Software,Boston,Direct
2025-01-25,430.34,13.43,34,Furniture,Boston,Wholesale
2025-03-25,1812.3,574.86,11,Electronics,Chicago,Retail
2025-05-05,455.38,96.08,13,Electronics,New York,Retail
2025-04-10,4500.0,1344.68,9,Electronics,Austin,Retail
2025-07-16,947.2,119.77,38,Office Supplies,Seattle,Wholesale
2025-10-01,359.28,-6.17,4,Electronics,San Francisco,Retail
2025-08-26,943.71,73.25,12,Furniture,Chicago,Direct
2025-09-17,1500.88,466.52,10,Electronics,Boston,Online
2025-06-14,1239.37,416.1,13,Software,Denver,Retail
2025-08-21,1006.39,351.66,5,Software,New York,Retail
2025-03-19,957.04,311.58,13,Software,Austin,Retail
2025-03-20,1974.12,812.89,6,Software,Chicago,Direct
2025-07-05,513.96,37.53,10,Office Supplies,Portland,Direct
2025-11-03,1087.62,240.45,15,Furniture,Boston,Online
2025-06-09,1599.16,365.6,13,Office Supplies,Seattle,Online
2025-04-01,1322.12,293.24,12,Electronics,New York,Wholesale
2025-07-03,459.76,109.9,3,Office Supplies,Seattle,Online
2025-07-11,3007.12,508.7,9,Furniture,New York,Online
2025-03-16,657.84,88.87,8,Furniture,Boston,Wholesale
2025-05-19,524.84,67.42,9,Software,Austin,Retail
2025-05-06,280.89,65.08,15,Electronics,New York,Online
2025-09-28,218.1,3.38,3,Software,New York,Direct
2025-04-23,1749.24,320.7,39,Software,Seattle,Wholesale
2025-08-16,1134.14,83.21,23,Office Supplies,Chicago,Wholesale
2025-11-11,142.72,51.69,8,Electronics,San Francisco,Direct
2025-12-12,1467.36,396.71,15,Software,New York,Online
2025-09-28,2142.79,648.39,4,Electronics,Portland,Direct
2025-09-10,281.14,9.95,17,Electronics,Denver,Wholesale
2025-08-27,2730.35,607.44,7,Electronics,Boston,Online
2025-07-24,2857.3,575.42,32,Electronics,Denver,Wholesale
2025-02-02,2690.1,827.99,17,Electronics,San Francisco,Retail
2025-05-10,980.7,259.3,8,Office Supplies,Seattle,Online
2025-11-18,131.56,10.76,15,Office Supplies,Austin,Online
2025-03-24,968.74,227.61,6,Furniture,Austin,Online
2025-11-18,1174.63,239.8,7,Office Supplies,Chicago,Direct
2025-01-14,826.97,74.59,17,Office Supplies,Denver,Retail
2025-03-06,1621.1,233.21,4,Software,Austin,Retail
2025-01-27,926.11,76.48,38,Software,New York,Wholesale
2025-03-30,443.16,44.95,12,Furniture,Austin,Retail
2025-10-04,179.72,23.34,14,Office Supplies,Denver,Online
2025-11-20,1317.65,140.08,9,Furniture,San Francisco,Direct
2025-01-24,950.91,109.7,3,Electronics,Austin,Wholesale
2025-08-28,2503.0,232.59,9,Furniture,Seattle,Wholesale
2025-09-04,754.18,104.73,38,Electronics,San Francisco,Wholesale
2025-04-08,697.4,148.36,1,Furniture,Chicago,Retail
2025-08-31,1859.47,430.98,3,Software,Denver,Online
2025-02-13,1434.39,111.19,19,Office Supplies,San Francisco,Wholesale
2025-07-12,425.59,41.07,7,Office Supplies,Denver,Direct
2025-05-27,1189.06,98.27,39,Furniture,Austin,Wholesale
2025-03-18,181.95,29.3,31,Electronics,Portland,Wholesale
2025-12-06,356.84,83.65,1,Office Supplies,San Francisco,Direct
2025-10-02,577.44,-0.27,2,Electronics,New York,Retail
2025-06-01,1452.98,97.28,31,Furniture,Seattle,Wholesale
2025-11-23,1779.44,173.25,16,Office Supplies,San Francisco,Online
2025-12-24,1967.73,211.64,10,Office Supplies,Portland,Online
2025-08-04,703.26,139.07,11,Office Supplies,Denver,Direct
2025-02-14,1600.48,557.08,11,Electronics,Chicago,Retail
2025-01-26,1385.2,202.08,3,Software,Boston,Online
2025-09-16,129.42,7.64,14,Software,New York,Wholesale
2025-10-06,1312.36,-15.0,3,Furniture,New York,Retail
2025-03-24,586.01,103.95,13,Office Supplies,Denver,Online
2025-06-10,2891.15,442.39,42,Software,Seattle,Wholesale
2025-04-18,923.71,139.0,9,Office Supplies,Austin,Retail
2025-07-25,3403.87,544.47,13,Furniture,New York,Online
2025-06-25,286.67,121.12,8,Electronics,Chicago,Online
2025-12-01,1419.04,172.78,30,Electronics,Austin,Wholesale
2025-01-18,1710.3,412.24,4,Office Supplies,Portland,Direct
2025-07-24,620.32,200.94,3,Office Supplies,San Francisco,Direct
2025-03-20,409.19,5.31,23,Electronics,Austin,Wholesale
2025-04-28,1719.25,191.21,14,Office Supplies,Portland,Retail
2025-11-22,415.11,124.73,2,Software,Chicago,Retail
2025-10-21,3100.52,45.11,19,Office Supplies,Austin,Wholesale
2025-12-05,1840.95,263.64,16,Furniture,New York,Retail
2025-01-28,2312.58,484.98,18,Software,San Francisco,Retail
2025-07-05,1897.19,399.18,7,Furniture,Denver,Online
2025-05-27,465.15,30.53,14,Furniture,Austin,Retail
2025-09-26,2284.23,875.43,5,Electronics,San Francisco,Direct
2025-02-15,549.32,129.01,8,Furniture,Austin,Online
2025-04-29,2100.84,167.41,24,Furniture,Seattle,Wholesale
2025-08-08,2776.32,353.7,14,Electronics,San Francisco,Wholesale
2025-03-24,918.11,269.94,1,Software,Seattle,Retail
2025-06-14,643.69,120.04,25,Software,Austin,Wholesale
2025-04-03,1140.46,295.06,7,Software,New York,Online
2025-12-12,1826.26,99.34,39,Software,New York,Wholesale
2025-09-11,2144.46,866.84,5,Electronics,Chicago,Retail
2025-11-23,442.59,73.74,13,Software,Chicago,Wholesale
2025-04-07,693.93,221.23,7,Electronics,New York,Retail
2025-04-08,1369.83,497.86,6,Electronics,Denver,Online
2025-06-10,2131.2,651.12,6,Electronics,Boston,Online
2025-12-22,1620.51,310.87,10,Office Supplies,Boston,Retail
2025-08-26,870.4,198.58,9,Software,Seattle,Retail
2025-06-17,2851.86,1237.14,8,Electronics,San Francisco,Direct
2025-10-30,499.73,66.23,5,Electronics,San Francisco,Retail
2025-08-22,1665.38,508.1,10,Electronics,Portland,Online
2025-11-04,1225.74,259.37,11,Furniture,Chicago,Retail
2025-09-03,687.18,99.68,8,Software,Austin,Online
2025-12-29,707.2,257.9,4,Electronics,Seattle,Retail
2025-04-05,221.27,40.72,12,Furniture,Seattle,Direct
2025-10-22,2059.69,50.0,2,Software,Boston,Direct
2025-10-30,1315.69,61.78,11,Office Supplies,Denver,Online
2025-05-11,2640.22,307.35,31,Office Supplies,Seattle,Wholesale
2025-03-30,409.52,-43.63,2,Office Supplies,Boston,Wholesale
2025-06-01,1190.54,242.42,12,Furniture,San Francisco,Online
2025-04-19,1458.72,270.81,12,Software,Chicago,Wholesale
2025-06-02,1301.48,160.63,1,Furniture,Chicago,Wholesale
2025-12-07,1303.36,307.5,8,Furniture,Portland,Direct
2025-12-12,782.67,276.02,10,Electronics,Chicago,Online
2025-03-21,1035.04,193.46,9,Electronics,Chicago,Direct
2025-04-10,653.55,52.63,7,Office Supplies,Austin,Direct
2025-02-08,317.04,136.37,2,Electronics,Boston,Retail
2025-06-15,679.84,105.69,8,Office Supplies,Boston,Direct
2025-10-28,442.21,-6.12,5,Software,Chicago,Online
2025-06-29,659.14,78.83,24,Office Supplies,Portland,Wholesale
2025-11-24,935.45,165.76,17,Furniture,Austin,Retail
2025-05-09,1574.54,138.48,31,Electronics,Boston,Wholesale
2025-10-12,798.1,-4.47,3,Electronics,Austin,Online
2025-07-23,3677.77,871.79,1,Electronics,Portland,Direct
2025-02-03,4500.0,1287.33,1,Software,Seattle,Retail
2025-08-19,936.7,212.96,2,Office Supplies,Boston,Direct
2025-10-21,1819.11,-66.4,4,Furniture,Portland,Retail
2025-06-08,1499.88,313.07,7,Furniture,Denver,Direct
2025-02-15,419.79,27.78,9,Furniture,Austin,Online
2025-07-23,2379.21,253.0,1,Furniture,Chicago,Retail
2025-11-23,2257.21,396.06,9,Software,Boston,Wholesale
2025-07-19,3316.79,391.12,1,Furniture,Portland,Online
2025-01-19,819.47,83.65,12,Furniture,Boston,Wholesale
2025-11-19,3709.3,222.64,37,Furniture,Austin,Wholesale
2025-04-13,582.24,87.98,1,Electronics,Denver,Wholesale
2025-09-15,826.54,191.89,6,Software,Chicago,Online
2025-01-09,238.57,95.16,12,Electronics,Austin,Direct
2025-07-29,2954.28,432.86,16,Office Supplies,Denver,Retail
2025-07-19,966.78,162.5,5,Furniture,Denver,Retail
2025-02-08,645.42,35.46,3,Office Supplies,Denver,Wholesale
2025-03-15,1446.72,417.04,16,Office Supplies,Portland,Retail
2025-03-17,2738.88,591.85,5,Furniture,Seattle,Retail
2025-12-29,3397.97,1147.75,9,Electronics,Seattle,Direct
2025-02-06,1676.65,145.31,17,Furniture,Boston,Wholesale
2025-07-24,3876.12,505.78,11,Office Supplies,Denver,Online
2025-03-23,492.95,65.55,18,Furniture,Austin,Retail
2025-09-22,705.32,204.91,3,Software,Austin,Direct
2025-09-26,593.5,106.79,17,Office Supplies,New York,Retail
2025-05-18,1680.81,458.6,5,Electronics,New York,Direct
2025-12-13,891.38,226.6,16,Software,Austin,Retail
2025-03-03,1403.09,230.83,7,Furniture,Denver,Direct
2025-02-21,1301.0,284.76,1,Furniture,San Francisco,Direct
2025-09-01,1492.04,117.23,11,Furniture,San Francisco,Direct
2025-09-24,1184.81,229.85,10,Furniture,San Francisco,Direct
2025-02-21,671.43,226.76,16,Software,Denver,Online
2025-05-01,1816.96,113.09,33,Furniture,Austin,Wholesale
2025-10-29,470.87,-53.88,11,Software,Boston,Online
2025-01-02,1539.48,288.77,8,Electronics,Portland,Wholesale
2025-06-25,1360.78,96.92,10,Software,Boston,Wholesale
2025-05-05,995.84,297.67,10,Electronics,Denver,Online
2025-09-28,383.6,107.57,15,Electronics,Seattle,Retail
2025-06-09,165.87,18.59,24,Software,Seattle,Wholesale
2025-12-04,1074.95,275.44,3,Software,Austin,Online
2025-08-26,373.17,133.08,12,Software,Chicago,Retail
2025-03-19,1214.9,147.19,4,Office Supplies,New York,Retail
2025-10-11,1172.98,-32.16,1,Electronics,Boston,Online
2025-06-01,1559.8,388.09,1,Office Supplies,Boston,Online
2025-10-06,4500.0,142.87,39,Electronics,Denver,Wholesale
2025-11-12,2179.13,854.45,16,Electronics,New York,Online
2025-07-13,335.55,16.91,1,Software,New York,Online
2025-07-18,289.54,8.1,1,Office Supplies,New York,Online
2025-12-21,1440.48,402.3,3,Software,Denver,Direct
2025-10-17,503.97,-1.15,6,Software,Denver,Online
2025-11-05,1026.83,212.29,6,Office Supplies,San Francisco,Direct
2025-01-11,676.46,148.47,15,Office Supplies,Austin,Retail
2025-04-09,1348.16,214.04,1,Furniture,New York,Direct
2025-07-20,3506.07,228.17,38,Furniture,New York,Wholesale
2025-04-06,1886.35,330.53,11,Furniture,Portland,Direct
2025-11-27,529.92,65.21,7,Software,Seattle,Retail
2025-07-28,4008.66,341.42,22,Office Supplies,Seattle,Wholesale
2025-12-10,822.36,47.68,5,Office Supplies,Austin,Wholesale
2025-10-21,1343.76,48.97,2,Software,Boston,Direct
2025-07-20,824.1,111.11,20,Furniture,Chicago,Wholesale
2025-04-24,484.45,161.15,9,Furniture,Boston,Direct
2025-09-05,2194.61,392.59,13,Software,New York,Retail
2025-01-16,997.58,278.81,15,Software,Chicago,Online
2025-09-02,1091.84,238.53,1,Software,Seattle,Wholesale
2025-10-05,1175.96,74.56,10,Software,Portland,Online
2025-02-23,2821.91,1041.41,9,Electronics,Seattle,Online
2025-04-12,998.57,262.43,6,Software,New York,Direct
2025-09-15,646.92,60.57,40,Office Supplies,New York,Wholesale
2025-04-05,2438.28,921.96,14,Electronics,San Francisco,Retail
2025-07-18,572.84,138.47,9,Software,New York,Direct
2025-01-04,1000.82,104.63,27,Office Supplies,San Francisco,Wholesale
2025-03-31,795.15,69.33,33,Software,Chicago,Wholesale
2025-03-28,876.22,234.18,13,Software,Portland,Retail
2025-02-09,1799.25,329.87,32,Electronics,Chicago,Wholesale
2025-02-23,641.0,133.02,41,Electronics,Portland,Wholesale
2025-11-20,1503.14,409.3,7,Software,Denver,Retail
2025-01-20,1533.9,355.8,4,Furniture,San Francisco,Retail
2025-10-29,552.51,37.0,10,Software,Portland,Direct
2025-03-11,2134.12,217.03,1,Furniture,Seattle,Online
2025-11-09,1984.27,664.09,11,Software,Chicago,Retail
2025-01-15,1141.84,20.68,33,Software,San Francisco,Wholesale
2025-04-01,1007.49,270.03,17,Software,Seattle,Retail
2025-10-29,1380.71,10.14,13,Software,Denver,Online
2025-07-31,3478.27,799.48,2,Electronics,Boston,Online
2025-05-13,339.02,106.83,6,Office Supplies,San Francisco,Direct
2025-08-30,239.2,37.07,4,Office Supplies,New York,Wholesale
2025-11-23,1365.3,395.53,6,Electronics,Portland,Direct
2025-05-31,1814.18,398.44,13,Software,Portland,Online
2025-04-28,955.01,171.66,6,Software,Portland,Retail
2025-05-07,929.11,168.67,5,Furniture,Denver,Retail
2025-08-29,178.0,3.42,15,Furniture,Portland,Retail
2025-12-18,1008.21,211.07,4,Furniture,New York,Direct
2025-04-20,917.55,100.82,3,Furniture,Chicago,Retail
2025-03-17,317.07,127.15,8,Software,New York,Direct
2025-02-27,2275.29,847.47,4,Electronics,Boston,Direct
2025-04-18,1569.22,337.26,1,Office Supplies,Boston,Online
2025-04-29,1211.79,434.16,7,Electronics,San Francisco,Direct
2025-09-07,1609.28,445.37,6,Software,Austin,Online
2025-04-04,2263.66,515.52,14,Software,San Francisco,Retail
2025-08-05,941.67,231.34,6,Office Supplies,Portland,Direct
2025-02-24,912.69,141.26,14,Furniture,San Francisco,Retail
2025-04-09,2601.2,1097.8,6,Electronics,San Francisco,Direct
2025-10-05,1906.93,92.37,7,Office Supplies,New York,Online
2025-07-08,771.6,210.34,14,Electronics,Seattle,Retail
2025-06-19,3544.73,1307.21,14,Electronics,Seattle,Online
2025-08-06,685.82,169.98,5,Electronics,Chicago,Online
2025-08-15,2075.38,186.8,14,Furniture,Chicago,Wholesale
2025-07-15,3271.0,654.0,12,Office Supplies,Boston,Online
2025-05-13,2145.79,540.92,8,Software,Seattle,Direct
2025-10-18,99.76,-8.01,17,Furniture,Austin,Wholesale
2025-10-19,1199.01,-50.83,10,Furniture,Austin,Online
2025-06-21,1830.74,434.19,14,Software,Seattle,Retail
2025-11-04,1083.97,80.38,5,Furniture,Austin,Online
2025-03-06,3727.99,206.61,42,Furniture,Denver,Wholesale
2025-08-30,2034.72,193.56,32,Furniture,New York,Wholesale
2025-03-02,642.41,129.02,4,Office Supplies,Seattle,Online
